0.05    0.0157595    0.05    0.0176157    0.05    0.019937    0.05    0.0220988    0.05    0.0244396    0.05    0.0287239    0.05    0.0323524    0.05    0.035915    0.05    0.0395023    0.05    0.0406954    0.05    0.0469977    0.05    0.053478    0.05    0.0597301    0.05    0.0659367    
0.055    0.0202509    0.055    0.0215762    0.055    0.0244194    0.055    0.0269028    0.055    0.0294865    0.055    0.0298389    0.055    0.0310199    0.055    0.0343955    0.055    0.0379538    0.055    0.0460968    0.055    0.0543007    0.055    0.0625287    0.055    0.0706169    0.055    0.0787099    
0.06    0.0258504    0.06    0.0284771    0.06    0.031826    0.06    0.0345504    0.06    0.0379157    0.06    0.0444324    0.06    0.0510393    0.06    0.0573874    0.06    0.0629736    0.06    0.0721309    0.06    0.0806321    0.06    0.089523    0.06    0.0982742    0.06    0.107069    
0.065    0.0307577    0.065    0.0330243    0.065    0.0365099    0.065    0.040454    0.065    0.0442791    0.065    0.0489908    0.065    0.0554043    0.065    0.0606778    0.065    0.0660773    0.065    0.0766876    0.065    0.0881376    0.065    0.098053    0.065    0.107434    0.065    0.115918    
0.07    0.0370569    0.07    0.035509    0.07    0.0370954    0.07    0.0398238    0.07    0.0430745    0.07    0.048747    0.07    0.0541582    0.07    0.059114    0.07    0.0663565    0.07    0.080097    0.07    0.0920959    0.07    0.102882    0.07    0.113433    0.07    0.120468    
0.075    0.0431669    0.075    0.0437372    0.075    0.0479355    0.075    0.0538231    0.075    0.0593999    0.075    0.0687506    0.075    0.0770079    0.075    0.084526    0.075    0.0921647    0.075    0.107594    0.075    0.122438    0.075    0.134206    0.075    0.144968    0.075    0.154713    
0.08    0.0502776    0.08    0.053483    0.08    0.0601914    0.08    0.0664621    0.08    0.0725349    0.08    0.0827851    0.08    0.0921196    0.08    0.102106    0.08    0.111222    0.08    0.127921    0.08    0.145794    0.08    0.16185    0.08    0.178078    0.08    0.193629    
0.085    0.0580954    0.085    0.0641584    0.085    0.0713027    0.085    0.076946    0.085    0.0831995    0.085    0.0942351    0.085    0.104274    0.085    0.115161    0.085    0.127436    0.085    0.150404    0.085    0.170997    0.085    0.189144    0.085    0.206974    0.085    0.222926    
0.09    0.0656885    0.09    0.0702424    0.09    0.0779801    0.09    0.0864532    0.09    0.0939243    0.09    0.109354    0.09    0.123635    0.09    0.135736    0.09    0.14741    0.09    0.16621    0.09    0.181884    0.09    0.185343    0.09    0.192813    0.09    0.213874    
0.095    0.0757137    0.095    0.0778288    0.095    0.0858879    0.095    0.0937735    0.095    0.101602    0.095    0.116641    0.095    0.12831    0.095    0.118288    0.095    0.132521    0.095    0.160979    0.095    0.187858    0.095    0.213459    0.095    0.237819    0.095    0.261204    
0.1    0.0827668    0.1    0.0890746    0.1    0.0877951    0.1    0.094736    0.1    0.100518    0.1    0.116946    0.1    0.135794    0.1    0.154351    0.1    0.172502    0.1    0.207817    0.1    0.239518    0.1    0.26793    0.1    0.288109    0.1    0.300293    
0.105    0.0993661    0.105    0.0979704    0.105    0.0983403    0.105    0.110747    0.105    0.12307    0.105    0.147019    0.105    0.168812    0.105    0.189754    0.105    0.208829    0.105    0.240621    0.105    0.264717    0.105    0.236397    0.105    0.25983    0.105    0.283403    
0.11    0.107172    0.11    0.114785    0.11    0.127678    0.11    0.135687    0.11    0.150368    0.11    0.177526    0.11    0.202037    0.11    0.217966    0.11    0.229202    0.11    0.232158    0.11    0.24347    0.11    0.268962    0.11    0.295852    0.11    0.322049    
0.115    0.119462    0.115    0.134848    0.115    0.154938    0.115    0.172227    0.115    0.184532    0.115    0.207157    0.115    0.234388    0.115    0.262097    0.115    0.2692    0.115    0.228066    0.115    0.260041    0.115    0.290676    0.115    0.316963    0.115    0.316451    
0.12    0.13907    0.12    0.156327    0.12    0.176232    0.12    0.19433    0.12    0.208297    0.12    0.239354    0.12    0.263778    0.12    0.286755    0.12    0.297813    0.12    0.232549    0.12    0.259246    0.12    0.283025    0.12    0.29604    0.12    0.318752    
0.125    0.154402    0.125    0.139219    0.125    0.152773    0.125    0.167974    0.125    0.182234    0.125    0.20962    0.125    0.230999    0.125    0.239514    0.125    0.247067    0.125    0.24898    0.125    0.269148    0.125    0.292553    0.125    0.326716    0.125    0.358916    
0.13    0.169361    0.13    0.17747    0.13    0.195368    0.13    0.215732    0.13    0.215484    0.13    0.19772    0.13    0.225786    0.13    0.252266    0.13    0.27281    0.13    0.303184    0.13    0.333204    0.13    0.354141    0.13    0.377714    0.13    0.411823    
0.135    0.177062    0.135    0.183652    0.135    0.203928    0.135    0.21334    0.135    0.231496    0.135    0.209427    0.135    0.243667    0.135    0.275788    0.135    0.305983    0.135    0.362879    0.135    0.408577    0.135    0.442325    0.135    0.444874    0.135    0.46967    
0.14    0.200073    0.14    0.20979    0.14    0.222036    0.14    0.242879    0.14    0.263135    0.14    0.306899    0.14    0.349716    0.14    0.385282    0.14    0.411779    0.14    0.458434    0.14    0.50947    0.14    0.551675    0.14    0.575763    0.14    0.536564    
0.145    0.222782    0.145    0.235878    0.145    0.267194    0.145    0.28521    0.145    0.307454    0.145    0.343696    0.145    0.3857    0.145    0.424442    0.145    0.466708    0.145    0.529547    0.145    0.578805    0.145    0.604498    0.145    0.565435    0.145    0.604913    
0.15    0.243283    0.15    0.253191    0.15    0.278413    0.15    0.309086    0.15    0.339305    0.15    0.38582    0.15    0.416596    0.15    0.437657    0.15    0.467201    0.15    0.523914    0.15    0.562067    0.15    0.566933    0.15    0.607794    0.15    0.654976    
0.155    0.263696    0.155    0.27849    0.155    0.290988    0.155    0.324567    0.155    0.354303    0.155    0.389195    0.155    0.430218    0.155    0.467399    0.155    0.483618    0.155    0.468306    0.155    0.512801    0.155    0.550434    0.155    0.585015    0.155    0.620018    
0.16    0.274592    0.16    0.299442    0.16    0.319263    0.16    0.326033    0.16    0.349986    0.16    0.31167    0.16    0.32998    0.16    0.35839    0.16    0.390529    0.16    0.45501    0.16    0.506855    0.16    0.551626    0.16    0.605928    0.16    0.6347    
0.165    0.280082    0.165    0.308817    0.165    0.34727    0.165    0.346483    0.165    0.296415    0.165    0.349098    0.165    0.40125    0.165    0.442258    0.165    0.476584    0.165    0.53564    0.165    0.582948    0.165    0.625234    0.165    0.68151    0.165    0.733026    
0.17    0.303296    0.17    0.322525    0.17    0.309195    0.17    0.326558    0.17    0.360806    0.17    0.423064    0.17    0.46604    0.17    0.505883    0.17    0.553586    0.17    0.637151    0.17    0.704421    0.17    0.756424    0.17    0.785063    0.17    0.816101    
0.175    0.321551    0.175    0.345008    0.175    0.374681    0.175    0.392456    0.175    0.392655    0.175    0.444388    0.175    0.483797    0.175    0.528078    0.175    0.569252    0.175    0.655973    0.175    0.739608    0.175    0.760009    0.175    0.774557    0.175    0.817092    
0.18    0.342256    0.18    0.337316    0.18    0.326796    0.18    0.354213    0.18    0.389255    0.18    0.454657    0.18    0.498218    0.18    0.536897    0.18    0.58946    0.18    0.689014    0.18    0.731185    0.18    0.715499    0.18    0.753213    0.18    0.757823    
0.185    0.368652    0.185    0.390402    0.185    0.37455    0.185    0.368435    0.185    0.392252    0.185    0.464154    0.185    0.527595    0.185    0.590137    0.185    0.646849    0.185    0.729478    0.185    0.786734    0.185    0.717684    0.185    0.712573    0.185    0.75061    
0.19    0.3774    0.19    0.387868    0.19    0.419197    0.19    0.436276    0.19    0.458604    0.19    0.5011    0.19    0.548898    0.19    0.586268    0.19    0.634153    0.19    0.715165    0.19    0.640367    0.19    0.656567    0.19    0.735501    0.19    0.812395    
0.195    0.390579    0.195    0.423321    0.195    0.476052    0.195    0.52979    0.195    0.539601    0.195    0.600219    0.195    0.596067    0.195    0.616419    0.195    0.668671    0.195    0.777238    0.195    0.633468    0.195    0.702491    0.195    0.783387    0.195    0.861831    
0.2    0.446921    0.2    0.460155    0.2    0.475419    0.2    0.527023    0.2    0.573096    0.2    0.614184    0.2    0.680613    0.2    0.669348    0.2    0.726659    0.2    0.771923    0.2    0.673091    0.2    0.761916    0.2    0.844442    0.2    0.924692    
0.205    0.476499    0.205    0.46489    0.205    0.488194    0.205    0.532144    0.205    0.573198    0.205    0.662089    0.205    0.746467    0.205    0.696553    0.205    0.593384    0.205    0.615974    0.205    0.713608    0.205    0.796623    0.205    0.876256    0.205    0.958416    
0.21    0.490315    0.21    0.508095    0.21    0.510524    0.21    0.546824    0.21    0.593712    0.21    0.652928    0.21    0.68428    0.21    0.55351    0.21    0.609834    0.21    0.648969    0.21    0.748327    0.21    0.826981    0.21    0.917621    0.21    1.00569    
0.215    0.470637    0.215    0.515754    0.215    0.56609    0.215    0.518388    0.215    0.551396    0.215    0.617281    0.215    0.515245    0.215    0.572622    0.215    0.610746    0.215    0.691875    0.215    0.767366    0.215    0.861701    0.215    0.960104    0.215    1.05009    
0.22    0.497053    0.22    0.548161    0.22    0.454384    0.22    0.488949    0.22    0.523775    0.22    0.565376    0.22    0.54058    0.22    0.593536    0.22    0.646186    0.22    0.75157    0.22    0.816072    0.22    0.905238    0.22    1.0021    0.22    1.08708    
0.225    0.557416    0.225    0.503827    0.225    0.511876    0.225    0.538105    0.225    0.579064    0.225    0.678073    0.225    0.765927    0.225    0.76718    0.225    0.797894    0.225    0.823587    0.225    0.879154    0.225    0.972795    0.225    1.06466    0.225    1.14704    
0.23    0.577426    0.23    0.555844    0.23    0.547529    0.23    0.599874    0.23    0.650109    0.23    0.764255    0.23    0.873563    0.23    0.962514    0.23    0.928048    0.23    0.994925    0.23    0.951225    0.23    1.0304    0.23    1.10906    0.23    1.19238    
0.235    0.574531    0.235    0.59336    0.235    0.570388    0.235    0.613844    0.235    0.674821    0.235    0.793814    0.235    0.908802    0.235    1.00339    0.235    1.07165    0.235    1.19112    0.235    1.06723    0.235    1.1003    0.235    1.18311    0.235    1.25966    
0.24    0.610213    0.24    0.630559    0.24    0.603815    0.24    0.632404    0.24    0.679831    0.24    0.783222    0.24    0.898133    0.24    1.00452    0.24    1.10136    0.24    1.19729    0.24    1.15789    0.24    1.18723    0.24    1.27141    0.24    1.33877    
0.245    0.647394    0.245    0.665486    0.245    0.731614    0.245    0.602974    0.245    0.666347    0.245    0.795858    0.245    0.897    0.245    0.987228    0.245    1.05296    0.245    1.18876    0.245    1.18847    0.245    1.26752    0.245    1.39243    0.245    1.49362    
0.25    0.680435    0.25    0.714787    0.25    0.783256    0.25    0.615058    0.25    0.669079    0.25    0.750291    0.25    0.837315    0.25    0.934329    0.25    0.999434    0.25    1.11187    0.25    1.20243    0.25    1.34177    0.25    1.47026    0.25    1.56223    
0.255    0.685907    0.255    0.735539    0.255    0.823568    0.255    0.912145    0.255    0.635347    0.255    0.720409    0.255    0.809836    0.255    0.867293    0.255    0.949074    0.255    1.11337    0.255    1.26982    0.255    1.42163    0.255    1.54988    0.255    1.64111    
0.26    0.687826    0.26    0.769876    0.26    0.866457    0.26    0.955065    0.26    0.782999    0.26    0.877349    0.26    0.842671    0.26    0.893934    0.26    0.980589    0.26    1.16031    0.26    1.32784    0.26    1.4824    0.26    1.59989    0.26    1.7126    
0.265    0.759134    0.265    0.807557    0.265    0.725277    0.265    0.790222    0.265    0.859907    0.265    0.97934    0.265    1.02325    0.265    0.918255    0.265    1.01651    0.265    1.2094    0.265    1.38688    0.265    1.549    0.265    1.66676    0.265    1.79101    
0.27    0.783336    0.27    0.742167    0.27    0.815059    0.27    0.882237    0.27    0.920406    0.27    1.02216    0.27    1.07163    0.27    0.986397    0.27    1.09064    0.27    1.29392    0.27    1.47857    0.27    1.62432    0.27    1.74834    0.27    1.87813    
0.275    0.788482    0.275    0.814144    0.275    0.915886    0.275    1.01424    0.275    1.02155    0.275    1.05159    0.275    0.938161    0.275    1.06184    0.275    1.17793    0.275    1.39055    0.275    1.56972    0.275    1.70514    0.275    1.8492    0.275    1.98656    
0.28    0.833736    0.28    0.896541    0.28    0.981022    0.28    1.03909    0.28    1.04927    0.28    1.10681    0.28    1.0026    0.28    1.13724    0.28    1.25595    0.28    1.46645    0.28    1.64027    0.28    1.78335    0.28    1.94164    0.28    2.0923    
0.285    0.891198    0.285    0.980114    0.285    0.957113    0.285    0.9922    0.285    1.05603    0.285    1.13658    0.285    1.07157    0.285    1.20914    0.285    1.32753    0.285    1.53198    0.285    1.71897    0.285    1.88337    0.285    2.05529    0.285    2.2191    
0.29    0.961661    0.29    1.02387    0.29    0.966547    0.29    1.04688    0.29    1.11174    0.29    1.13957    0.29    1.13949    0.29    1.27834    0.29    1.40398    0.29    1.59754    0.29    1.77581    0.29    1.96015    0.29    2.1344    0.29    2.30518    
0.295    1.01299    0.295    0.887241    0.295    0.9925    0.295    1.09195    0.295    1.17869    0.295    1.05362    0.295    1.20183    0.295    1.34923    0.295    1.47724    0.295    1.66525    0.295    1.83539    0.295    2.0323    0.295    2.21706    0.295    2.38183    
0.3    1.03878    0.3    0.915455    0.3    1.03136    0.3    1.13709    0.3    1.23574    0.3    1.11201    0.3    1.26028    0.3    1.40261    0.3    1.53216    0.3    1.69071    0.3    1.8869    0.3    2.07931    0.3    2.2632    0.3    2.42696    
0.305    1.01741    0.305    0.94684    0.305    1.0679    0.305    1.1804    0.305    1.28447    0.305    1.13638    0.305    1.29515    0.305    1.44289    0.305    1.5603    0.305    1.7324    0.305    1.92405    0.305    2.11829    0.305    2.29783    0.305    2.4747    
0.31    0.979459    0.31    1.08006    0.31    1.09679    0.31    1.21028    0.31    1.30017    0.31    1.17293    0.31    1.32834    0.31    1.44168    0.31    1.52708    0.31    1.74978    0.31    1.94512    0.31    2.14031    0.31    2.32246    0.31    2.49659    
0.315    1.04953    0.315    1.13746    0.315    1.10717    0.315    1.20358    0.315    1.2612    0.315    1.20845    0.315    1.37532    0.315    1.45533    0.315    1.5492    0.315    1.77648    0.315    1.97768    0.315    2.13087    0.315    2.29465    0.315    2.42663    
0.32    1.10882    0.32    1.17952    0.32    1.103    0.32    1.20033    0.32    1.14868    0.32    1.2339    0.32    1.36334    0.32    1.49804    0.32    1.591    0.32    1.7762    0.32    1.97424    0.32    2.10668    0.32    2.23103    0.32    2.38343    
0.325    1.1428    0.325    1.17913    0.325    1.14286    0.325    1.10569    0.325    1.18114    0.325    1.22298    0.325    1.37988    0.325    1.52776    0.325    1.63816    0.325    1.77111    0.325    1.9492    0.325    2.0717    0.325    2.21079    0.325    2.3954    
0.33    1.15985    0.33    1.15436    0.33    1.18458    0.33    1.14327    0.33    1.17032    0.33    1.22465    0.33    1.38962    0.33    1.53686    0.33    1.63871    0.33    1.76921    0.33    1.97049    0.33    2.08012    0.33    2.24966    0.33    2.43239    
0.335    1.15724    0.335    1.14734    0.335    1.22802    0.335    1.18724    0.335    1.22578    0.335    1.24463    0.335    1.40441    0.335    1.53428    0.335    1.63951    0.335    1.7979    0.335    1.99878    0.335    2.12498    0.335    2.29168    0.335    2.48236    
0.34    1.20647    0.34    1.16572    0.34    1.22517    0.34    1.24691    0.34    1.28845    0.34    1.27674    0.34    1.42297    0.34    1.55187    0.34    1.5913    0.34    1.80955    0.34    1.95045    0.34    2.12375    0.34    2.3272    0.34    2.52741    
0.345    1.28993    0.345    1.20214    0.345    1.22231    0.345    1.27692    0.345    1.36251    0.345    1.28401    0.345    1.40386    0.345    1.44214    0.345    1.55614    0.345    1.72474    0.345    1.91327    0.345    2.13092    0.345    2.35108    0.345    2.5654    
0.35    1.36483    0.35    1.21902    0.35    1.3013    0.35    1.35997    0.35    1.42433    0.35    1.24952    0.35    1.28348    0.35    1.39648    0.35    1.4762    0.35    1.68515    0.35    1.9139    0.35    2.14978    0.35    2.38118    0.35    2.60835    
0.355    1.42374    0.355    1.22667    0.355    1.30882    0.355    1.39531    0.355    1.4146    0.355    1.20552    0.355    1.23059    0.355    1.29887    0.355    1.434    0.355    1.69091    0.355    1.9439    0.355    2.19393    0.355    2.43452    0.355    2.66798    
