0.05    0.0158183    0.05    0.0176389    0.05    0.0197212    0.05    0.0219495    0.05    0.0243063    0.05    0.029065    0.05    0.0334997    0.05    0.0375785    0.05    0.0414526    0.05    0.0479687    0.05    0.0533712    0.05    0.0581615    0.05    0.0643059    0.05    0.0704601    
0.055    0.0224236    0.055    0.0236329    0.055    0.0236495    0.055    0.0256559    0.055    0.0282425    0.055    0.0333433    0.055    0.0383835    0.055    0.0427579    0.055    0.0467661    0.055    0.0553592    0.055    0.0638057    0.055    0.071694    0.055    0.0790487    0.055    0.0863283    
0.06    0.0255375    0.06    0.0283323    0.06    0.0312526    0.06    0.0344605    0.06    0.0379624    0.06    0.0447098    0.06    0.050599    0.06    0.0545532    0.06    0.0586833    0.06    0.0673784    0.06    0.0767331    0.06    0.0858635    0.06    0.0953247    0.06    0.10476    
0.065    0.0301634    0.065    0.0332716    0.065    0.0361008    0.065    0.0397553    0.065    0.0436738    0.065    0.0511491    0.065    0.0588722    0.065    0.0660556    0.065    0.0728979    0.065    0.0852126    0.065    0.0959463    0.065    0.104778    0.065    0.108795    0.065    0.115116    
0.07    0.038056    0.07    0.0403064    0.07    0.0416406    0.07    0.0423413    0.07    0.0466895    0.07    0.0545603    0.07    0.0620496    0.07    0.0694616    0.07    0.0764352    0.07    0.0885003    0.07    0.100879    0.07    0.113458    0.07    0.12641    0.07    0.139152    
0.075    0.0427898    0.075    0.0442679    0.075    0.0488454    0.075    0.0491709    0.075    0.0548092    0.075    0.0652594    0.075    0.0751279    0.075    0.0834496    0.075    0.0920782    0.075    0.108672    0.075    0.123806    0.075    0.139239    0.075    0.154208    0.075    0.168384    
0.08    0.0508772    0.08    0.048488    0.08    0.0519532    0.08    0.0565895    0.08    0.0626983    0.08    0.0745133    0.08    0.0851297    0.08    0.0948096    0.08    0.104502    0.08    0.12251    0.08    0.138912    0.08    0.155461    0.08    0.168042    0.08    0.148462    
0.085    0.0577757    0.085    0.0559508    0.085    0.0630457    0.085    0.0706429    0.085    0.0784554    0.085    0.0933254    0.085    0.107477    0.085    0.119516    0.085    0.130957    0.085    0.149268    0.085    0.16595    0.085    0.182623    0.085    0.197677    0.085    0.193422    
0.09    0.0664362    0.09    0.0705596    0.09    0.0786412    0.09    0.0886313    0.09    0.0985458    0.09    0.116751    0.09    0.13302    0.09    0.146441    0.09    0.152897    0.09    0.16928    0.09    0.19071    0.09    0.210505    0.09    0.229323    0.09    0.237595    
0.095    0.0789445    0.095    0.081223    0.095    0.086788    0.095    0.0964172    0.095    0.106689    0.095    0.12635    0.095    0.142976    0.095    0.15364    0.095    0.164566    0.095    0.187685    0.095    0.207066    0.095    0.22923    0.095    0.247985    0.095    0.269559    
