0.05    0.0170526    0.05    0.0185619    0.05    0.0206743    0.05    0.0227079    0.05    0.0246593    0.05    0.0284265    0.05    0.0314324    0.05    0.0347382    0.05    0.037842    0.05    0.0435138    0.05    0.0454033    0.05    0.0523635    0.05    0.0591015    0.05    0.0657763    
0.055    0.0182383    0.055    0.0198316    0.055    0.0219556    0.055    0.0239982    0.055    0.0258146    0.055    0.0281902    0.055    0.0329335    0.055    0.037445    0.055    0.0418855    0.055    0.0502508    0.055    0.0582315    0.055    0.0659888    0.055    0.0740002    0.055    0.0820382    
0.06    0.0250572    0.06    0.0272376    0.06    0.0302223    0.06    0.0326622    0.06    0.0349318    0.06    0.0359411    0.06    0.0381489    0.06    0.0425768    0.06    0.0469259    0.06    0.0569035    0.06    0.0669988    0.06    0.0772102    0.06    0.0872975    0.06    0.0971658    
0.065    0.0316868    0.065    0.0331773    0.065    0.0357418    0.065    0.0369699    0.065    0.040717    0.065    0.0472675    0.065    0.053221    0.065    0.05674    0.065    0.0608775    0.065    0.0723719    0.065    0.0839356    0.065    0.0954621    0.065    0.106619    0.065    0.11683    
0.07    0.0366633    0.07    0.0403484    0.07    0.0437733    0.07    0.0482749    0.07    0.052351    0.07    0.0590963    0.07    0.067115    0.07    0.0741081    0.07    0.0808887    0.07    0.09224    0.07    0.0982541    0.07    0.100285    0.07    0.11279    0.07    0.125007    
0.075    0.0415638    0.075    0.0454979    0.075    0.049637    0.075    0.0548412    0.075    0.0579072    0.075    0.0647277    0.075    0.0706151    0.075    0.0776443    0.075    0.0828441    0.075    0.0934287    0.075    0.104021    0.075    0.118836    0.075    0.133437    0.075    0.147428    
0.08    0.0484955    0.08    0.0502926    0.08    0.0548955    0.08    0.0602278    0.08    0.0664918    0.08    0.0744145    0.08    0.0814692    0.08    0.0919362    0.08    0.10117    0.08    0.115622    0.08    0.131974    0.08    0.14947    0.08    0.166644    0.08    0.183319    
0.085    0.0590731    0.085    0.0582265    0.085    0.0659802    0.085    0.0733465    0.085    0.0798937    0.085    0.0929594    0.085    0.104892    0.085    0.117659    0.085    0.129469    0.085    0.149399    0.085    0.167969    0.085    0.186257    0.085    0.205001    0.085    0.223593    
0.09    0.0590929    0.09    0.0678712    0.09    0.0756061    0.09    0.0819048    0.09    0.0911099    0.09    0.10847    0.09    0.124838    0.09    0.139885    0.09    0.151783    0.09    0.177029    0.09    0.199174    0.09    0.218662    0.09    0.239395    0.09    0.260766    
0.095    0.0701402    0.095    0.0757311    0.095    0.0825098    0.095    0.0916498    0.095    0.0997679    0.095    0.115019    0.095    0.131994    0.095    0.148752    0.095    0.164111    0.095    0.190502    0.095    0.216449    0.095    0.241355    0.095    0.265538    0.095    0.289089    
0.1    0.0809458    0.1    0.0859556    0.1    0.0962873    0.1    0.105111    0.1    0.114086    0.1    0.131865    0.1    0.149041    0.1    0.165287    0.1    0.182643    0.1    0.2147    0.1    0.244538    0.1    0.272514    0.1    0.298727    0.1    0.32403    
0.105    0.103635    0.105    0.110184    0.105    0.12107    0.105    0.127491    0.105    0.119261    0.105    0.139942    0.105    0.161825    0.105    0.182704    0.105    0.202513    0.105    0.239599    0.105    0.273151    0.105    0.300682    0.105    0.321883    0.105    0.34238    
0.11    0.117427    0.11    0.116256    0.11    0.108065    0.11    0.114885    0.11    0.127798    0.11    0.152865    0.11    0.173335    0.11    0.190007    0.11    0.20612    0.11    0.237754    0.11    0.263492    0.11    0.266999    0.11    0.286359    0.11    0.309301    
0.115    0.122411    0.115    0.108434    0.115    0.117877    0.115    0.112219    0.115    0.119115    0.115    0.13853    0.115    0.158812    0.115    0.177608    0.115    0.19585    0.115    0.230727    0.115    0.233822    0.115    0.265956    0.115    0.296857    0.115    0.327004    
0.12    0.120943    0.12    0.133721    0.12    0.12402    0.12    0.136126    0.12    0.150756    0.12    0.176509    0.12    0.201233    0.12    0.226394    0.12    0.25089    0.12    0.298199    0.12    0.339729    0.12    0.373272    0.12    0.31917    0.12    0.34737    
0.125    0.144205    0.125    0.151879    0.125    0.153359    0.125    0.165405    0.125    0.175687    0.125    0.203959    0.125    0.232469    0.125    0.262371    0.125    0.289834    0.125    0.34075    0.125    0.385025    0.125    0.413455    0.125    0.332139    0.125    0.357531    
0.13    0.176513    0.13    0.171419    0.13    0.196705    0.13    0.220135    0.13    0.237685    0.13    0.247642    0.13    0.269293    0.13    0.300055    0.13    0.32914    0.13    0.369439    0.13    0.350234    0.13    0.327009    0.13    0.360178    0.13    0.392831    
0.135    0.189154    0.135    0.204277    0.135    0.217637    0.135    0.23279    0.135    0.253443    0.135    0.29452    0.135    0.330213    0.135    0.3552    0.135    0.369896    0.135    0.360799    0.135    0.343424    0.135    0.376495    0.135    0.410734    0.135    0.442458    
0.14    0.204077    0.14    0.21357    0.14    0.243925    0.14    0.268418    0.14    0.289557    0.14    0.308385    0.14    0.342409    0.14    0.371216    0.14    0.351076    0.14    0.360613    0.14    0.400793    0.14    0.431884    0.14    0.461681    0.14    0.489287    
0.145    0.219763    0.145    0.23396    0.145    0.262655    0.145    0.292583    0.145    0.318466    0.145    0.300098    0.145    0.320338    0.145    0.341805    0.145    0.365824    0.145    0.409441    0.145    0.446229    0.145    0.487119    0.145    0.518154    0.145    0.547764    
0.15    0.230138    0.15    0.255579    0.15    0.269813    0.15    0.292087    0.15    0.304675    0.15    0.321377    0.15    0.342453    0.15    0.366412    0.15    0.393653    0.15    0.454059    0.15    0.493962    0.15    0.528986    0.15    0.564972    0.15    0.602176    
0.155    0.2554    0.155    0.254163    0.155    0.279832    0.155    0.305506    0.155    0.324513    0.155    0.347243    0.155    0.354392    0.155    0.385833    0.155    0.4229    0.155    0.489317    0.155    0.533183    0.155    0.57738    0.155    0.612715    0.155    0.641002    
0.16    0.270598    0.16    0.278947    0.16    0.295153    0.16    0.321858    0.16    0.352059    0.16    0.404242    0.16    0.459719    0.16    0.500842    0.16    0.439934    0.16    0.508837    0.16    0.57001    0.16    0.617654    0.16    0.662791    0.16    0.683613    
0.165    0.27949    0.165    0.286943    0.165    0.325869    0.165    0.365071    0.165    0.402241    0.165    0.468935    0.165    0.528484    0.165    0.570166    0.165    0.520156    0.165    0.5399    0.165    0.601895    0.165    0.658822    0.165    0.708891    0.165    0.71597    
0.17    0.29222    0.17    0.318756    0.17    0.367655    0.17    0.415936    0.17    0.459982    0.17    0.541711    0.17    0.600077    0.17    0.638969    0.17    0.610217    0.17    0.564158    0.17    0.632269    0.17    0.705035    0.17    0.750824    0.17    0.733446    
0.175    0.323261    0.175    0.352492    0.175    0.394549    0.175    0.439615    0.175    0.48694    0.175    0.567137    0.175    0.595989    0.175    0.586028    0.175    0.550359    0.175    0.60188    0.175    0.681572    0.175    0.664293    0.175    0.737856    0.175    0.791988    
0.18    0.34987    0.18    0.391786    0.18    0.427986    0.18    0.466595    0.18    0.485443    0.18    0.526778    0.18    0.583148    0.18    0.617327    0.18    0.54819    0.18    0.634223    0.18    0.652334    0.18    0.732522    0.18    0.80709    0.18    0.874111    
0.185    0.392825    0.185    0.4228    0.185    0.459656    0.185    0.486319    0.185    0.490387    0.185    0.553743    0.185    0.584293    0.185    0.526728    0.185    0.566885    0.185    0.644024    0.185    0.729797    0.185    0.808858    0.185    0.888704    0.185    0.958072    
